university,dimension,label,tone,rationale,evidence_quote,chunk_id
University of Virginia-Main Campus,Tools_Specificity,2,Permissive,Specifies concrete AI tools and categories.,"(i.e. ChatGPT GPT, DALL‑E, Stable Diffusion, Midjourney, GitHub Copilot, and similar tools)",1
University of Virginia-Main Campus,Purpose_Scope,1,Balanced,The excerpt references university policies but does not define a clear purpose or scope for AI use.,policy on academic honesty,2
University of Virginia-Main Campus,Permitted_Uses,1,Permissive,"It explicitly encourages using foundation models, though details are minimal.",use of foundation models is encouraged,2
University of Virginia-Main Campus,Prohibited_Uses,2,Restrictive,Clearly states IP violations and misinformation as prohibited.,Violating intellectual property laws,2
University of Virginia-Main Campus,Disclosure_Citation_Requirements,1,Balanced,"Requires citation to comply with academic honesty, but no detailed guidelines provided.",must be properly cited,2
University of Virginia-Main Campus,Accountability_Enforcement,2,Restrictive,Direct consequence and potential honor code violation are specified.,Failure to adhere will result in a failing grade,2
University of Virginia-Main Campus,Pedagogical_Integration,1,Balanced,Mentions educational benefit but lacks integration strategy.,"may make it possible for you to submit assignments with higher quality, in less time",2
University of Virginia-Main Campus,Ethical_Equity_Considerations,1,Restrictive,Acknowledges ethical concerns but offers limited guidance.,Submitting materials containing misinformation or unethical content,2
University of Virginia-Main Campus,Tone_Orientation,1,Balanced,"Policy mixes encouragement with restrictions, indicating a balanced stance.",use of AI tools must be properly cited to stay within university policies on academic honesty,2
University of Virginia-Main Campus,Implementation_Authority,0,NA,No authority or responsible office is identified.,,2
University of Virginia-Main Campus,Tools_Specificity,0,NA,No specific AI tools or platforms are mentioned.,,2
University of North Carolina at Chapel Hill,Purpose_Scope,2,Balanced,explicitly states intent and scope for graduate programs,encourage graduate programs to embrace the philosophy guiding the recommended language,1
University of North Carolina at Chapel Hill,Permitted_Uses,1,Balanced,mentions general use as productive but no detailed list,generative artificial intelligence (AI) can be a productive tool,1
University of North Carolina at Chapel Hill,Prohibited_Uses,0,N/A,no explicit prohibitions mentioned,,1
University of North Carolina at Chapel Hill,Disclosure_Citation_Requirements,2,Balanced,"clearly requires citation, disclosure, and documentation",Citations and/or a statement disclosing specific uses of AI Include appendix documenting any exchanges,1
University of North Carolina at Chapel Hill,Accountability_Enforcement,1,Balanced,emphasizes personal responsibility but lacks enforcement mechanisms,Users of generative AI...should take full responsibility for their use,1
University of North Carolina at Chapel Hill,Pedagogical_Integration,2,Balanced,provides specific guidance for teaching and TA roles,Guidance developed for the campus related to teaching use should also apply to instructors,1
University of North Carolina at Chapel Hill,Ethical_Equity_Considerations,1,Balanced,mentions ethical concerns but not comprehensive equity analysis,be aware that use of AI might lead to data leakage and proliferation,1
University of North Carolina at Chapel Hill,Tone_Orientation,2,Permissive,"encourages responsible, human-centered use",AI should help you think. Not think for you.,1
University of North Carolina at Chapel Hill,Implementation_Authority,1,Balanced,authority is the board but implementation delegated to individual programs,The Graduate School's Administrative Board encourages graduate programs to embrace,1
University of North Carolina at Chapel Hill,Tools_Specificity,0,N/A,no specific AI tools or platforms named,,1
University of Southern California,Purpose_Scope,1,Balanced,"Mentions purpose but scope limited to academic integrity, no broader institutional context",seeks to help educate Gamecocks on how artificial intelligence impacts our standards of Academic Integrity,1
University of Southern California,Permitted_Uses,1,Restrictive,"Provides example of permitted use, but not exhaustive; weak coverage","Use of AI tools like ChatGPT is allowed for brainstorming or grammar checks, but must be cited",1
University of Southern California,Prohibited_Uses,2,Restrictive,"Explicit prohibition stated, strong emphasis on academic honesty",The use of AI tools to complete or assist with assignments is not permitted,1
University of Southern California,Disclosure_Citation_Requirements,1,Balanced,Citation requirement mentioned but no detailed guidelines; weak implementation,must be cited,1
University of Southern California,Accountability_Enforcement,2,Restrictive,Clear enforcement mechanism via Office of Student Conduct and Academic Integrity,Violations involving AI are reviewed under the same process as any other academic integrity case,1
University of Southern California,Pedagogical_Integration,1,Balanced,Acknowledges pedagogical role but lacks detailed integration strategies; weak,encourage instructors to set clear guidelines on AI use in syllabi and assignments,1
University of Southern California,Ethical_Equity_Considerations,0,,No explicit discussion of equity or ethical implications beyond integrity,,1
University of Southern California,Tone_Orientation,1,Restrictive,Overall tone cautious and compliance-focused; moderate restriction,The University of South Carolina's Honor Code is fully equipped to address academic integrity violations involving artificial intelligence,1
University of Southern California,Implementation_Authority,2,Restrictive,Clear authority for enforcement and policy guidance,Office of Student Conduct and Academic Integrity,1
University of Southern California,Tools_Specificity,1,Balanced,Mentions specific tool but not comprehensive list; weak specificity,AI tools like ChatGPT,1
University of California-San Diego,Purpose_Scope,1,Balanced,"Mentions purpose of ensuring learning and integrity, but scope is limited to academic work.",Academic Integrity & Artificial Intelligence (AI) Is it cheating to use AI to complete academic work?,1
University of California-San Diego,Permitted_Uses,0,NA,No explicit list of permitted uses provided.,,1
University of California-San Diego,Prohibited_Uses,1,Restrictive,States prohibition but lacks detail on specific tools.,If you use a tool/resource that has been prohibited OR if you use one that is not explicitly allowed,1
University of California-San Diego,Disclosure_Citation_Requirements,0,NA,No mention of disclosure or citation requirements.,,1
University of California-San Diego,Accountability_Enforcement,1,Balanced,Encourages reporting but no enforcement mechanism described.,"If you doubt using GenAI for academic work, be sure to ASK your instructor",1
University of California-San Diego,Pedagogical_Integration,0,NA,No discussion of how AI integrates into pedagogy.,,1
